siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
993624220,00014,99362422000014,O,2025-11-06,NN,,,2025-11-06T15:32:13.613,true,A,O,,2025-11-06,1000,,,M,GAULUA,,BIEN-AIME,,,,BIEN-AIME,,47.99A,NAFRev2,,,,NN,,00014,2025-11-06T15:32:13.612,,,,2,,,RUE,DE STRASBOURG,93420,VILLEPINTE,,93078,,,930781325_B,667879.09,6872703.21,A,,,,,47.99A,NAFRev2,N,47.12H
993644236,00016,99364423600016,O,2025-10-10,NN,,,2025-11-18T21:01:10.765,true,A,O,,2025-10-10,5710,B 2 T,,,,,,,,,,,71.12B,NAFRev2,,N,N,NN,,00016,2026-02-05T13:16:48.067,,,,35,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664206.81,6875018.89,A,,,,,71.12B,NAFRev2,O,71.12Y
993677210,00011,99367721000011,O,2025-12-01,NN,,,2025-11-25T11:36:22.589,true,A,O,,2025-12-01,1000,,,M,GAVRIS,,ANDREI-FLORIN,,,,ANDREI-FLORIN,,43.33Z,NAFRev2,,,,NN,,00011,2025-11-25T11:36:22.588,,,,33,,,AVENUE,DE CLIGNANCOURT,93420,VILLEPINTE,,93078,,,930780330_B,666425.27,6872418.88,A,,,,,43.33Z,NAFRev2,N,43.33Y
993701465,00011,99370146500011,O,2025-11-09,NN,,,2025-11-09T11:21:36.342,true,A,O,,2025-11-09,1000,,,M,NIAKATE,,MAHAMADOU,,,,MAHAMADOU,,53.20Z,NAFRev2,,,,NN,,00011,2025-11-09T11:21:36.342,,,,13,,,RUE,DU BOIS,93420,VILLEPINTE,,93078,,,930780172_B,667368.93,6871875.02,A,,,,,53.20Z,NAFRev2,N,53.20H
993717149,00013,99371714900013,P,2025-11-07,NN,,,2025-11-10T09:03:20.102,true,A,P,,2025-11-07,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],82.11Z,NAFRev2,,,,NN,,00013,2025-11-10T09:03:20.102,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],82.11Z,NAFRev2,N,82.10Y
993723998,00015,99372399800015,P,2026-01-05,NN,,,2025-12-16T10:21:39.819,true,A,P,,2026-01-05,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],82.11Z,NAFRev2,,,,NN,,00015,2025-12-16T10:21:39.818,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],82.11Z,NAFRev2,N,82.10Y
993752435,00012,99375243500012,O,2024-10-09,NN,,,2025-11-10T15:10:00.13,true,A,O,,2024-10-09,1000,,,M,ABBAD,,RABIA,,,,RABIA,,95.12Z,NAFRev2,,,,NN,,00012,2025-12-02T15:42:09.27,,,CCAS DE VILLEPINTE,,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665835.01,6873224.92,A,,,,,95.12Z,NAFRev2,N,95.10Y
993762574,00016,99376257400016,O,2025-11-06,NN,,,2025-11-12T13:01:11.696,true,A,O,,2025-11-06,5710,OFFICE TIME,,,,,,,,,,,68.20B,NAFRev2,,N,N,NN,,00016,2025-11-12T13:01:11.696,,,,36,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668036.5,6871951.59,A,,,,,68.20B,NAFRev2,N,68.20H
993787068,00010,99378706800010,O,2025-09-23,NN,,,2026-02-05T09:32:08.911,true,A,O,,2025-09-23,5710,FORESTFI,,,,,,,,,,,66.19A,NAFRev2,,N,N,NN,,00010,2026-02-05T09:32:08.903,,,,11,,,AV,JEAN FORESTIER,93420,VILLEPINTE,,93078,,,,666186.83,6873941.03,A,,,,,66.19A,NAFRev2,N,66.19G
993808435,00016,99380843500016,O,2025-09-23,NN,,,2026-02-03T15:57:58.703,true,A,O,,2025-09-23,5710,FORESTHEIR,,,,,,,,,,,66.30Z,NAFRev2,,N,N,NN,,00016,2026-02-03T15:57:58.696,,,,11,,,AVENUE,JEAN FORESTIER,93420,VILLEPINTE,,93078,,,,666186.83,6873941.03,A,,,,,66.30Z,NAFRev2,N,66.30Y
993851971,00016,99385197100016,O,2025-11-18,NN,,,2025-11-18T20:01:02.367,true,A,O,,2025-11-18,1000,,,M,FILIPE JORGE,,GAMEIRO,,,,GAMEIRO,,53.20Z,NAFRev2,,,,NN,,00016,2025-11-18T20:01:02.367,,,CHEZ SILVA BENEDITO,44,,,RUE,DE LA VOIE DES PRES,93420,VILLEPINTE,,93078,,,930781400_B,666083.5,6873451.77,A,,,,,53.20Z,NAFRev2,N,53.20H
993860543,00012,99386054300012,O,2025-10-23,NN,,,2025-12-02T15:00:04.267,true,A,O,,2025-10-23,5710,ROODY CAB,,,,,,,,,,,49.32Z,NAFRev2,,N,N,NN,,00012,2025-12-02T15:00:04.267,,,,190,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666433.19,6873027.03,A,,,,,49.32Z,NAFRev2,N,49.33H
993866078,00013,99386607800013,O,2025-11-12,NN,,,2025-11-14T13:02:24.384,true,A,O,,2025-11-12,5710,MICKAYASS AUTOS,,,,,,,,,,,45.11Z,NAFRev2,,N,N,NN,,00013,2025-11-14T13:02:24.384,,,,5,,,RUE,MARC BERNARD,93420,VILLEPINTE,,93078,,,930780861_B,665660.61,6874415.54,A,,,,,45.11Z,NAFRev2,N,47.81Y
993872845,00017,99387284500017,O,2025-06-19,NN,,,2025-11-18T12:01:40.659,true,A,O,,2025-06-19,5710,OUZZMAN LOGISTICS,,,,,,,,,,,49.41A,NAFRev2,,N,N,NN,,00017,2025-11-18T12:01:40.659,,,,147,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666074.59,6872868.87,A,,,,,49.41A,NAFRev2,N,49.41G
993883842,00011,99388384200011,O,2025-11-13,NN,,,2025-11-27T13:01:50.573,true,A,O,,2025-11-13,5710,RSE WORLD,,,,,,,,,,,66.30Z,NAFRev2,,N,N,NN,,00011,2025-11-27T13:01:50.573,,,,112,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663371.48,6874936.6,A,,,,,66.30Z,NAFRev2,N,66.30Y
993890581,00016,99389058100016,O,2025-11-13,NN,,,2025-12-02T11:55:27.797,true,A,O,,2025-11-13,1000,,,M,PANNEERSELVAM,,KARIKALAN,,,,KARIKALAN,,49.32Z,NAFRev2,,,,NN,,00016,2025-12-02T11:55:27.796,,,,27,,,AVENUE,DES MERISIERS,93420,VILLEPINTE,,93078,,,930780900_B,667644.89,6873307.92,A,,,,,49.32Z,NAFRev2,N,49.33H
993932375,00013,99393237500013,O,2025-10-30,NN,,,2025-12-04T15:06:55.254,true,A,O,,2025-10-30,5710,BATI RENOV,,,,,,,,,,,43.99C,NAFRev2,,N,N,NN,,00013,2025-12-04T15:06:55.254,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,43.99C,NAFRev2,N,43.91Y
993935683,00017,99393568300017,O,2025-06-01,NN,,,2026-05-28T15:32:41.737,true,A,O,,2025-06-01,2110,ABDELLAOUI DA SILVA,,,,,,,,,,,55.20Z,NAFRev2,,N,N,NN,,00017,2026-05-28T15:32:41.729,,,,11,,,AVENUE,AUGUSTE BLANQUI,93420,VILLEPINTE,,93078,,,930780050_B,667917.57,6871956.14,A,,,,,55.20Z,NAFRev2,N,55.20Y
993954999,00013,99395499900013,O,2025-11-05,NN,,,2025-11-24T20:02:44.954,true,A,O,,2025-11-05,1000,,,M,DAHMANI,,OTHMANE,,,,OTHMANE,,53.20Z,NAFRev2,,,,NN,,00013,2025-11-24T20:02:44.954,,,,7,,,RUE,DES PRIMEVERES,93420,VILLEPINTE,,93078,,,930781160_B,667196.51,6871824.95,A,,,,OTTO TRANSPORT,53.20Z,NAFRev2,N,53.20H
993965243,00013,99396524300013,P,2025-11-17,NN,,,2025-12-04T09:02:06.201,true,A,P,,2025-11-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.32Z,NAFRev2,,,,NN,,00013,2025-12-04T09:02:06.201,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.32Z,NAFRev2,N,49.33H
993996578,00015,99399657800015,P,2025-11-14,NN,,,2025-11-19T13:02:24.958,true,A,P,,2025-11-14,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],20.16Z,NAFRev2,,,,NN,,00015,2025-11-19T13:02:24.958,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],20.16Z,NAFRev2,N,20.16Y
994008290,00011,99400829000011,P,2025-11-14,NN,,,2025-11-19T20:01:38.319,true,A,P,,2025-11-14,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],73.11Z,NAFRev2,,,,NN,,00011,2025-11-19T20:01:38.319,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],73.11Z,NAFRev2,N,73.30Y
994021913,00011,99402191300011,O,2025-11-16,NN,,,2025-12-01T13:00:39.5,true,A,O,,2025-11-16,1000,,,M,FARCHE,,AHMED,,,,AHMED,,96.09Z,NAFRev2,,,,NN,,00011,2025-12-01T13:00:39.499,,,,6,,,RUE,GEORGES SEURAT,93420,VILLEPINTE,,93078,,,930780612_B,667170.09,6872435.74,A,,,,FARCHE AHMED,96.09Z,NAFRev2,N,96.99H
994025393,00012,99402539300012,O,2025-11-17,NN,,,2025-11-19T20:02:35.21,true,A,O,,2025-11-17,1000,,,M,OUMELLAL,,AMINE,,,,AMINE,,47.91A,NAFRev2,,,,NN,,00012,2025-11-19T20:02:35.21,,,CHEZ MME TEBAILI,28,,,AVENUE,SALVADOR ALLENDE,93420,VILLEPINTE,,93078,,,930781262_B,667020.89,6873038.21,A,,,,,47.91A,NAFRev2,N,47.12H
994030823,00029,99403082300029,O,2026-03-19,NN,,,2026-04-10T17:30:29.397,true,A,O,,2025-11-17,5499,CLOISON DESIGN,,,,,,,,,,,43.31Z,NAFRev2,,N,N,NN,,00029,2026-04-22T05:13:51.488,,,ZA CENTRAL PARC,6,,,ALLEE,DU DAIM,93420,VILLEPINTE,,93078,,,930780391_B,667449.97,6873649.87,A,,,,,43.31Z,NAFRev2,O,43.31Y
994043743,00016,99404374300016,P,2025-11-17,NN,,,2025-11-20T11:01:30.973,true,A,P,,2025-11-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],70.22Z,NAFRev2,,,,NN,,00016,2025-11-20T11:01:30.973,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],70.22Z,NAFRev2,N,70.20Y
994050862,00014,99405086200014,P,2025-10-01,NN,,,2025-12-05T10:32:46.569,true,A,P,,2025-10-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],43.22B,NAFRev2,,,,NN,,00014,2025-12-05T10:32:46.568,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],43.22B,NAFRev2,N,43.22H
994052652,00017,99405265200017,O,2025-11-14,NN,,,2026-01-09T10:50:11.85,true,A,O,,2025-11-14,5710,EXCELLENCE CONSULTING,,,,,,,,,,,45.11Z,NAFRev2,,N,N,NN,,00017,2026-01-09T10:50:11.849,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,45.11Z,NAFRev2,N,47.79H
994062677,00012,99406267700012,P,2025-11-12,NN,,,2025-11-18T11:30:28.657,true,A,P,,2025-11-12,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],78.20Z,NAFRev2,,,,NN,,00012,2025-11-18T11:30:28.656,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],78.20Z,NAFRev2,N,78.20G
994089936,00011,99408993600011,P,2025-11-18,NN,,,2025-11-18T23:28:26.184,true,A,P,,2025-11-18,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],47.99A,NAFRev2,,,,NN,,00011,2025-11-18T23:28:26.183,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,N,47.92J
994089969,00012,99408996900012,P,2025-11-18,NN,,,2025-11-18T23:32:50.321,true,A,P,,2025-11-18,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.09Z,NAFRev2,,,,NN,,00012,2025-11-18T23:32:50.32,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,N,82.10Y
994090215,00017,99409021500017,P,2025-12-03,NN,,,2025-12-03T20:01:14.452,true,A,P,,2025-12-03,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00017,2025-12-03T20:01:14.451,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
994099653,00010,99409965300010,O,2025-11-01,NN,,,2025-11-19T08:44:08.804,true,A,O,,2025-11-01,2800,GROUPE TVA PROCLIM,,,,,,,,,,,43.22B,NAFRev2,,N,N,NN,,00010,2025-11-19T08:44:08.804,,,,138,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663479.28,6874883.65,A,,,,,43.22B,NAFRev2,N,43.22H
994104453,00018,99410445300018,O,2025-10-28,NN,,,2025-12-05T11:15:17.29,true,A,O,,2025-10-28,5710,GCB-BATI,,,,,,,,,,,43.31Z,NAFRev2,,N,N,NN,,00018,2025-12-12T13:14:14.233,,,,30,,,AVENUE,BERLIOZ,93420,VILLEPINTE,,93078,,,930780140_B,667772.01,6873410.97,A,,,,,43.31Z,NAFRev2,O,43.31Y
994123362,00018,99412336200018,O,2025-01-14,NN,,,2025-11-19T13:43:52.061,true,A,O,,2025-01-14,9220,ASSOCIATION FRANCO-KABYLE & BERBERE DE VILLEPINTE ( ASSO FRANCO-KABYLE & BERBERE ),,,,,,,,,,,94.99Z,NAFRev2,W932013456,O,N,NN,,00018,2025-11-19T13:43:52.061,,,,16,,,AVENUE,DE LA LIBERTE,93420,VILLEPINTE,,93078,,,930780810_B,667376.0,6872726.16,A,,,,,94.99Z,NAFRev2,N,94.99Y
994123586,00012,99412358600012,P,2025-11-16,NN,,,2025-12-01T13:01:36.576,true,A,P,,2025-11-16,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00012,2025-12-01T13:01:36.576,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
994142784,00010,99414278400010,P,2025-11-19,NN,,,2025-12-05T10:42:19.248,true,A,P,,2025-11-19,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],81.21Z,NAFRev2,,,,NN,,00010,2025-12-05T10:42:19.248,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],81.21Z,NAFRev2,N,81.21Y
994143287,00013,99414328700013,O,2025-09-21,NN,,,2025-11-20T20:00:57.729,true,A,O,,2025-09-21,6540,SCI HHA,,,,,,,,,,,00.00Z,NAFRev2,,N,N,NN,,00013,2025-11-20T20:00:57.729,,,,11,,,AVENUE,RASPAIL,93420,VILLEPINTE,,93078,,,930781170_B,666864.2,6872711.49,A,,,,,70.10Z,NAFRev2,,70.10Y
994146918,00010,99414691800010,O,2025-11-20,NN,,,2025-11-20T05:42:17.449,true,A,O,,2025-11-20,1000,,,M,THIAM,,AMSATA,,,,AMSATA,,80.10Z,NAFRev2,,,,NN,,00010,2025-11-20T05:42:17.448,,,ETG 3 ET APP 301,37,,,AVENUE,DU REVE,93420,VILLEPINTE,,93078,,,930781190_B,667871.53,6872646.65,A,,,,GARDE REPUBLICAINE,80.10Z,NAFRev2,N,80.01Y
994161073,00014,99416107300014,O,2025-11-17,NN,,,2025-11-24T12:02:36.254,true,A,O,,2025-11-17,5710,TAMARA BIODIVERSITE,,,,,,,,,,,85.59B,NAFRev2,,N,O,NN,,00014,2025-11-24T12:02:36.253,,,,109,,,IMPASSE,FOND DE PRESLES,93420,VILLEPINTE,,93078,,,93078fz7y_B,665647.48,6873277.85,A,,,,,85.59B,NAFRev2,N,85.59H
994178754,00010,99417875400010,P,2025-11-20,NN,,,2025-11-20T14:10:52.538,true,A,P,,2025-11-20,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.04Z,NAFRev2,,,,NN,,00010,2025-11-20T14:10:52.537,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.04Z,NAFRev2,N,96.23Y
994196806,00016,99419680600016,O,2025-11-21,NN,,,2025-12-03T20:01:26.728,true,A,O,,2025-11-21,1000,,,M,FAHIMA,,ISLAM,,,,ISLAM,,77.11A,NAFRev2,,,,NN,,00016,2025-12-03T20:01:26.728,,,,32,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668059.13,6871924.33,A,,,,FHDRIVE,77.11A,NAFRev2,O,77.11Y
994197853,00017,99419785300017,O,2025-11-14,NN,,,2026-01-29T13:19:35.589,true,A,O,,2025-11-14,5710,PRIME TRANSPORT,,,,,,,,,,,49.41B,NAFRev2,,N,N,NN,,00017,2026-01-29T13:19:35.582,,,,61,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,665594.1,6872626.61,A,,,,,49.41B,NAFRev2,O,49.41H
994232742,00019,99423274200019,O,2026-01-01,NN,,,2025-12-30T20:00:45.321,true,A,O,,2026-01-01,1000,,,M,SOULA,,FAYCAL,,,,FAYCAL,,45.11Z,NAFRev2,,,,NN,,00019,2025-12-30T20:00:45.321,,,,67,,,CHEMIN,DU LOUP,93420,VILLEPINTE,,93078,,,93078b006_B,668069.62,6872059.61,A,,,,,45.11Z,NAFRev2,N,47.81Y
994265163,00018,99426516300018,O,2025-11-10,NN,,,2026-04-16T13:12:33.301,true,A,O,,2025-11-10,5710,BATI EXCELLENCE,,,,,,,,,,,43.99C,NAFRev2,,N,N,NN,,00018,2026-04-16T13:12:33.297,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,43.99C,NAFRev2,O,43.91Y
994288819,00018,99428881900018,O,2025-11-24,NN,,,2025-11-24T22:26:37.956,true,A,O,,2025-11-24,1000,,,M,GAKOU,,MAHAMADOU,,,,MAHAMADOU,,49.41A,NAFRev2,,,,NN,,00018,2025-11-24T22:26:37.956,,,,4,,,AVENUE,DE L'EUROPE,93420,VILLEPINTE,,93078,,,930785bpb_B,667602.13,6873113.22,A,,,,HADJI,49.41A,NAFRev2,N,49.41G
994320547,00015,99432054700015,O,2025-10-26,NN,,,2026-05-28T13:22:48.637,true,A,O,,2025-10-26,5710,CONTINENTAL PRESTIGE GROUP,,,,,,,,,,,66.30Z,NAFRev2,,N,N,NN,,00015,2026-03-13T13:14:00.923,,,,35,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664206.81,6875018.89,A,,,,,66.30Z,NAFRev2,N,66.30Y
994324986,00011,99432498600011,O,2025-11-21,NN,,,2026-03-03T13:17:12.17,true,A,O,,2025-11-21,5710,1LINK FRANCE,,,,,,,,,,,63.11Z,NAFRev2,,N,N,NN,,00011,2026-03-03T13:17:12.162,,,ZAC DE PARIS NORD II,35,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664206.81,6875018.89,A,,,,,63.11Z,NAFRev2,O,63.10Y
994332450,00018,99433245000018,O,2025-02-19,NN,,,2025-11-25T20:38:08.651,true,A,O,,2025-02-19,9220,MAILLAGE SOLIDAIRE,,,,,,,,,,,88.99B,NAFRev2,W932013509,O,N,NN,,00018,2025-11-25T20:38:08.651,,,,4,,,ALLEE,CEDRES,93420,VILLEPINTE,,93078,,,930780259_B,666692.53,6873169.54,A,,,,,88.99B,NAFRev2,N,88.99H
994334498,00015,99433449800015,O,2025-11-10,NN,,,2025-11-25T22:48:48.488,true,A,O,,2025-11-10,1000,,,F,HEIT,,STEEVANA,MARIE-PAULE,BELLE,,STEEVANA,,85.59B,NAFRev2,,,,NN,,00015,2025-11-25T22:48:48.487,,,,9,,,RUE,DU CHEVALIER DE LA BARRE,93420,VILLEPINTE,,93078,,,930780310_B,667074.5,6872048.5,A,,,,HEIT,85.59B,NAFRev2,N,85.59H
994365328,00016,99436532800016,P,2025-11-25,NN,,,2025-12-01T12:01:15.801,true,A,P,,2025-11-25,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],56.21Z,NAFRev2,,,,NN,,00016,2025-12-01T12:01:15.801,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],56.21Z,NAFRev2,N,56.21Y
994375293,00010,99437529300010,P,2025-12-10,NN,,,2025-11-27T20:01:04.819,true,A,P,,2025-12-10,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00010,2025-11-27T20:01:04.819,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
994391712,00019,99439171200019,O,2025-11-27,NN,,,2025-11-28T08:00:52.956,true,A,O,,2025-11-27,5710,RSDATA,,,,,,,,,,,62.02A,NAFRev2,,N,N,NN,,00019,2025-11-28T08:00:52.956,,,,13,,,AVENUE,DU CHEMIN DE FER,93420,VILLEPINTE,,93078,,,930780290_B,668171.12,6871749.67,A,,,,,62.02A,NAFRev2,N,62.20G
994415933,00013,99441593300013,O,2025-11-20,NN,,,2025-11-28T09:00:45.39,true,A,O,,2025-11-20,5710,MOON,,,,,,,,,,,77.11A,NAFRev2,,N,N,NN,,00013,2025-11-28T09:00:45.389,,,,1,,,AVENUE,DE LA SOURCE,93420,VILLEPINTE,,93078,,,930781320_B,667438.5,6871963.15,A,,,,,77.11A,NAFRev2,N,77.11Y
994426419,00010,99442641900010,P,2025-11-26,NN,,,2025-12-12T20:02:28.261,true,A,P,,2025-11-26,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],62.01Z,NAFRev2,,,,NN,,00010,2025-12-12T20:02:28.26,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],62.01Z,NAFRev2,N,62.10Y
994436087,00013,99443608700013,P,2026-01-01,NN,,,2025-11-27T15:46:10.462,true,A,P,,2026-01-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],73.11Z,NAFRev2,,,,NN,,00013,2025-11-27T15:46:10.462,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],73.11Z,NAFRev2,N,82.99Y
994442101,00014,99444210100014,P,2025-12-01,NN,,,2025-12-02T20:01:09.825,true,A,P,,2025-12-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],46.42Z,NAFRev2,,,,NN,,00014,2025-12-02T20:01:09.825,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],46.42Z,NAFRev2,N,47.71Y
994453454,00013,99445345400013,O,2025-11-14,NN,,,2025-12-23T11:53:43.496,true,A,O,,2025-11-14,5710,TFR,,,,,,,,,,,49.41A,NAFRev2,,N,N,NN,,00013,2025-12-23T11:53:43.495,,,,4,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666610.78,6873089.72,A,,,,,49.41A,NAFRev2,N,49.41G
994454114,00012,99445411400012,O,2025-12-01,NN,,,2025-12-01T07:00:25.539,true,A,O,,2025-12-01,5710,HB PRESTIGE CARS,HB P C,,,,,,,,,,45.11Z,NAFRev2,,N,N,NN,,00012,2025-12-01T07:00:25.538,,,,22,,,ALLEE,LOUIS JOUVET,93420,VILLEPINTE,,93078,,,930780835_B,666605.9,6873829.5,A,,,,,45.11Z,NAFRev2,N,77.11Y
